source_variable,unit_measure,unit_measure_label,type,type_label,technology_domain,technology_domain_label,regional_patent_office,regional_patent_office_label,candidate_role,recommended_use,include,reason,coverage_checked,dataset_id,variable,total_rows,non_missing_observations,missing_observations,countries_total,countries_with_data,years_total,years_with_data,first_year,last_year
PT_TECH_ENV.RENEW.BUILD.EAPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,BUILD,Climate change mitigation technologies related to buildings,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.BUILD.EPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,BUILD,Climate change mitigation technologies related to buildings,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.BUILD.GCC,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,BUILD,Climate change mitigation technologies related to buildings,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.BUILD.OAPI,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,BUILD,Climate change mitigation technologies related to buildings,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.BUILD.PCT,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,BUILD,Climate change mitigation technologies related to buildings,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENE.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENE.EAPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENE.EPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENE.GCC,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENE.OAPI,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENE.PCT,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENV_PAT.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENV_PAT,Environment-related technologies,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENV_PAT.EAPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENV_PAT,Environment-related technologies,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENV_PAT.EPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENV_PAT,Environment-related technologies,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENV_PAT.GCC,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENV_PAT,Environment-related technologies,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENV_PAT.OAPI,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENV_PAT,Environment-related technologies,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ENV_PAT.PCT,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ENV_PAT,Environment-related technologies,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.GHG.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.GHG.EAPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.GHG.EPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.GHG.GCC,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.GHG.OAPI,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.GHG.PCT,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.GOODS.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.GOODS.EAPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.GOODS.EPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.GOODS.GCC,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
